Id,logDate,logTime,TotalIntensity,AverageIntensity
1503960366,04/14/2016,1:00:00 AM,3,0.05
1503960366,04/14/2016,2:00:00 AM,0,0
1503960366,04/14/2016,3:00:00 AM,0,0
1503960366,04/14/2016,4:00:00 AM,0,0
1503960366,04/14/2016,5:00:00 AM,0,0
1503960366,04/14/2016,6:00:00 AM,0,0
1503960366,04/14/2016,7:00:00 AM,0,0
1503960366,04/14/2016,8:00:00 AM,0,0
1503960366,04/14/2016,9:00:00 AM,14,0.233333
1503960366,04/14/2016,10:00:00 AM,23,0.383333
1503960366,04/14/2016,11:00:00 AM,7,0.116667
1503960366,04/14/2016,12:00:00 PM,18,0.3
1503960366,04/14/2016,1:00:00 PM,54,0.9
1503960366,04/14/2016,2:00:00 PM,22,0.366667
1503960366,04/14/2016,3:00:00 PM,7,0.116667
1503960366,04/14/2016,4:00:00 PM,25,0.416667
1503960366,04/14/2016,5:00:00 PM,5,0.083333
1503960366,04/14/2016,6:00:00 PM,12,0.2
1503960366,04/14/2016,7:00:00 PM,1,0.016667
1503960366,04/14/2016,8:00:00 PM,24,0.4
1503960366,04/14/2016,9:00:00 PM,57,0.95
1503960366,04/14/2016,10:00:00 PM,17,0.283333
1503960366,04/14/2016,11:00:00 PM,0,0
1503960366,04/15/2016,12:00:00 AM,6,0.1
1503960366,04/15/2016,1:00:00 AM,5,0.083333
1503960366,04/15/2016,2:00:00 AM,7,0.116667
1503960366,04/15/2016,3:00:00 AM,0,0
1503960366,04/15/2016,4:00:00 AM,0,0
1503960366,04/15/2016,5:00:00 AM,1,0.016667
1503960366,04/15/2016,6:00:00 AM,0,0
1503960366,04/15/2016,7:00:00 AM,1,0.016667
1503960366,04/15/2016,8:00:00 AM,5,0.083333
1503960366,04/15/2016,9:00:00 AM,2,0.033333
1503960366,04/15/2016,10:00:00 AM,8,0.133333
1503960366,04/15/2016,11:00:00 AM,23,0.383333
1503960366,04/15/2016,12:00:00 PM,13,0.216667
1503960366,04/15/2016,1:00:00 PM,9,0.15
1503960366,04/15/2016,2:00:00 PM,0,0
1503960366,04/15/2016,3:00:00 PM,0,0
1503960366,04/15/2016,4:00:00 PM,0,0
1503960366,04/15/2016,5:00:00 PM,47,0.783333
1503960366,04/15/2016,6:00:00 PM,22,0.366667
1503960366,04/15/2016,7:00:00 PM,32,0.533333
1503960366,04/15/2016,8:00:00 PM,8,0.133333
1503960366,04/15/2016,9:00:00 PM,14,0.233333
1503960366,04/15/2016,10:00:00 PM,66,1.1
1503960366,04/15/2016,11:00:00 PM,95,1.583333
1503960366,04/16/2016,12:00:00 AM,15,0.25
1503960366,04/16/2016,1:00:00 AM,0,0
1503960366,04/16/2016,2:00:00 AM,3,0.05
1503960366,04/16/2016,3:00:00 AM,1,0.016667
1503960366,04/16/2016,4:00:00 AM,1,0.016667
1503960366,04/16/2016,5:00:00 AM,1,0.016667
1503960366,04/16/2016,6:00:00 AM,0,0
1503960366,04/16/2016,7:00:00 AM,4,0.066667
1503960366,04/16/2016,8:00:00 AM,9,0.15
1503960366,04/16/2016,9:00:00 AM,38,0.633333
1503960366,04/16/2016,10:00:00 AM,14,0.233333
1503960366,04/16/2016,11:00:00 AM,30,0.5
1503960366,04/16/2016,12:00:00 PM,42,0.7
1503960366,04/16/2016,1:00:00 PM,90,1.5
1503960366,04/16/2016,2:00:00 PM,20,0.333333
1503960366,04/16/2016,3:00:00 PM,0,0
1503960366,04/16/2016,4:00:00 PM,2,0.033333
1503960366,04/16/2016,5:00:00 PM,17,0.283333
1503960366,04/16/2016,6:00:00 PM,10,0.166667
1503960366,04/16/2016,7:00:00 PM,12,0.2
1503960366,04/16/2016,8:00:00 PM,19,0.316667
1503960366,04/16/2016,9:00:00 PM,13,0.216667
1503960366,04/16/2016,10:00:00 PM,3,0.05
1503960366,04/16/2016,11:00:00 PM,5,0.083333
1503960366,04/17/2016,12:00:00 AM,0,0
1503960366,04/17/2016,1:00:00 AM,0,0
1503960366,04/17/2016,2:00:00 AM,0,0
1503960366,04/17/2016,3:00:00 AM,1,0.016667
1503960366,04/17/2016,4:00:00 AM,0,0
1503960366,04/17/2016,5:00:00 AM,0,0
1503960366,04/17/2016,6:00:00 AM,0,0
1503960366,04/17/2016,7:00:00 AM,0,0
1503960366,04/17/2016,8:00:00 AM,0,0
1503960366,04/17/2016,9:00:00 AM,0,0
1503960366,04/17/2016,10:00:00 AM,0,0
1503960366,04/17/2016,11:00:00 AM,9,0.15
1503960366,04/17/2016,12:00:00 PM,18,0.3
1503960366,04/17/2016,1:00:00 PM,23,0.383333
1503960366,04/17/2016,2:00:00 PM,10,0.166667
1503960366,04/17/2016,3:00:00 PM,13,0.216667
1503960366,04/17/2016,4:00:00 PM,2,0.033333
1503960366,04/17/2016,5:00:00 PM,71,1.183333
1503960366,04/17/2016,6:00:00 PM,39,0.65
1503960366,04/17/2016,7:00:00 PM,24,0.4
1503960366,04/17/2016,8:00:00 PM,87,1.45
1503960366,04/17/2016,9:00:00 PM,16,0.266667
1503960366,04/17/2016,10:00:00 PM,5,0.083333
1503960366,04/17/2016,11:00:00 PM,0,0
1503960366,04/18/2016,12:00:00 AM,21,0.35
1503960366,04/18/2016,1:00:00 AM,0,0
1503960366,04/18/2016,2:00:00 AM,0,0
1503960366,04/18/2016,3:00:00 AM,0,0
1503960366,04/18/2016,4:00:00 AM,0,0
1503960366,04/18/2016,5:00:00 AM,0,0
1503960366,04/18/2016,6:00:00 AM,0,0
1503960366,04/18/2016,7:00:00 AM,0,0
1503960366,04/18/2016,8:00:00 AM,0,0
1503960366,04/18/2016,9:00:00 AM,39,0.65
1503960366,04/18/2016,10:00:00 AM,17,0.283333
1503960366,04/18/2016,11:00:00 AM,15,0.25
1503960366,04/18/2016,12:00:00 PM,40,0.666667
1503960366,04/18/2016,1:00:00 PM,9,0.15
1503960366,04/18/2016,2:00:00 PM,7,0.116667
1503960366,04/18/2016,3:00:00 PM,14,0.233333
1503960366,04/18/2016,4:00:00 PM,17,0.283333
1503960366,04/18/2016,5:00:00 PM,18,0.3
1503960366,04/18/2016,6:00:00 PM,114,1.9
1503960366,04/18/2016,7:00:00 PM,30,0.5
1503960366,04/18/2016,8:00:00 PM,2,0.033333
1503960366,04/18/2016,9:00:00 PM,11,0.183333
1503960366,04/18/2016,10:00:00 PM,19,0.316667
1503960366,04/18/2016,11:00:00 PM,18,0.3
1503960366,04/19/2016,12:00:00 AM,0,0
1503960366,04/19/2016,1:00:00 AM,1,0.016667
1503960366,04/19/2016,2:00:00 AM,0,0
1503960366,04/19/2016,3:00:00 AM,2,0.033333
1503960366,04/19/2016,4:00:00 AM,0,0
1503960366,04/19/2016,5:00:00 AM,0,0
1503960366,04/19/2016,6:00:00 AM,1,0.016667
1503960366,04/19/2016,7:00:00 AM,19,0.316667
1503960366,04/19/2016,8:00:00 AM,38,0.633333
1503960366,04/19/2016,9:00:00 AM,16,0.266667
1503960366,04/19/2016,10:00:00 AM,16,0.266667
1503960366,04/19/2016,11:00:00 AM,13,0.216667
1503960366,04/19/2016,12:00:00 PM,61,1.016667
1503960366,04/19/2016,1:00:00 PM,65,1.083333
1503960366,04/19/2016,2:00:00 PM,12,0.2
1503960366,04/19/2016,3:00:00 PM,12,0.2
1503960366,04/19/2016,4:00:00 PM,9,0.15
1503960366,04/19/2016,5:00:00 PM,13,0.216667
1503960366,04/19/2016,6:00:00 PM,30,0.5
1503960366,04/19/2016,7:00:00 PM,31,0.516667
1503960366,04/19/2016,8:00:00 PM,69,1.15
1503960366,04/19/2016,9:00:00 PM,16,0.266667
1503960366,04/19/2016,10:00:00 PM,4,0.066667
1503960366,04/19/2016,11:00:00 PM,48,0.8
1503960366,04/20/2016,12:00:00 AM,2,0.033333
1503960366,04/20/2016,1:00:00 AM,2,0.033333
1503960366,04/20/2016,2:00:00 AM,0,0
1503960366,04/20/2016,3:00:00 AM,0,0
1503960366,04/20/2016,4:00:00 AM,0,0
1503960366,04/20/2016,5:00:00 AM,0,0
1503960366,04/20/2016,6:00:00 AM,0,0
1503960366,04/20/2016,7:00:00 AM,3,0.05
1503960366,04/20/2016,8:00:00 AM,14,0.233333
1503960366,04/20/2016,9:00:00 AM,50,0.833333
1503960366,04/20/2016,10:00:00 AM,13,0.216667
1503960366,04/20/2016,11:00:00 AM,1,0.016667
1503960366,04/20/2016,12:00:00 PM,8,0.133333
1503960366,04/20/2016,1:00:00 PM,5,0.083333
1503960366,04/20/2016,2:00:00 PM,39,0.65
1503960366,04/20/2016,3:00:00 PM,21,0.35
1503960366,04/20/2016,4:00:00 PM,11,0.183333
1503960366,04/20/2016,5:00:00 PM,2,0.033333
1503960366,04/20/2016,6:00:00 PM,32,0.533333
1503960366,04/20/2016,7:00:00 PM,36,0.6
1503960366,04/20/2016,8:00:00 PM,12,0.2
1503960366,04/20/2016,9:00:00 PM,22,0.366667
1503960366,04/20/2016,10:00:00 PM,7,0.116667
1503960366,04/20/2016,11:00:00 PM,33,0.55
1503960366,04/21/2016,12:00:00 AM,2,0.033333
1503960366,04/21/2016,1:00:00 AM,8,0.133333
1503960366,04/21/2016,2:00:00 AM,5,0.083333
1503960366,04/21/2016,3:00:00 AM,0,0
1503960366,04/21/2016,4:00:00 AM,0,0
1503960366,04/21/2016,5:00:00 AM,0,0
1503960366,04/21/2016,6:00:00 AM,0,0
1503960366,04/21/2016,7:00:00 AM,3,0.05
1503960366,04/21/2016,8:00:00 AM,15,0.25
1503960366,04/21/2016,9:00:00 AM,26,0.433333
1503960366,04/21/2016,10:00:00 AM,16,0.266667
1503960366,04/21/2016,11:00:00 AM,0,0
1503960366,04/21/2016,12:00:00 PM,11,0.183333
1503960366,04/21/2016,1:00:00 PM,25,0.416667
1503960366,04/21/2016,2:00:00 PM,2,0.033333
1503960366,04/21/2016,3:00:00 PM,8,0.133333
1503960366,04/21/2016,4:00:00 PM,4,0.066667
1503960366,04/21/2016,5:00:00 PM,5,0.083333
1503960366,04/21/2016,6:00:00 PM,9,0.15
1503960366,04/21/2016,7:00:00 PM,8,0.133333
1503960366,04/21/2016,8:00:00 PM,92,1.533333
1503960366,04/21/2016,9:00:00 PM,21,0.35
1503960366,04/21/2016,10:00:00 PM,9,0.15
1503960366,04/21/2016,11:00:00 PM,15,0.25
1503960366,04/22/2016,12:00:00 AM,0,0
1503960366,04/22/2016,1:00:00 AM,0,0
1503960366,04/22/2016,2:00:00 AM,0,0
1503960366,04/22/2016,3:00:00 AM,0,0
1503960366,04/22/2016,4:00:00 AM,0,0
1503960366,04/22/2016,5:00:00 AM,0,0
1503960366,04/22/2016,6:00:00 AM,0,0
1503960366,04/22/2016,7:00:00 AM,0,0
1503960366,04/22/2016,8:00:00 AM,0,0
1503960366,04/22/2016,9:00:00 AM,13,0.216667
1503960366,04/22/2016,10:00:00 AM,2,0.033333
1503960366,04/22/2016,11:00:00 AM,34,0.566667
1503960366,04/22/2016,12:00:00 PM,2,0.033333
1503960366,04/22/2016,1:00:00 PM,4,0.066667
1503960366,04/22/2016,2:00:00 PM,0,0
1503960366,04/22/2016,3:00:00 PM,10,0.166667
1503960366,04/22/2016,4:00:00 PM,4,0.066667
1503960366,04/22/2016,5:00:00 PM,18,0.3
1503960366,04/22/2016,6:00:00 PM,23,0.383333
1503960366,04/22/2016,7:00:00 PM,16,0.266667
1503960366,04/22/2016,8:00:00 PM,13,0.216667
1503960366,04/22/2016,9:00:00 PM,159,2.65
1503960366,04/22/2016,10:00:00 PM,30,0.5
1503960366,04/22/2016,11:00:00 PM,54,0.9
1503960366,04/23/2016,12:00:00 AM,9,0.15
1503960366,04/23/2016,1:00:00 AM,0,0
1503960366,04/23/2016,2:00:00 AM,1,0.016667
1503960366,04/23/2016,3:00:00 AM,0,0
1503960366,04/23/2016,4:00:00 AM,0,0
1503960366,04/23/2016,5:00:00 AM,0,0
1503960366,04/23/2016,6:00:00 AM,2,0.033333
1503960366,04/23/2016,7:00:00 AM,0,0
1503960366,04/23/2016,8:00:00 AM,8,0.133333
1503960366,04/23/2016,9:00:00 AM,17,0.283333
1503960366,04/23/2016,10:00:00 AM,4,0.066667
1503960366,04/23/2016,11:00:00 AM,11,0.183333
1503960366,04/23/2016,12:00:00 PM,49,0.816667
1503960366,04/23/2016,1:00:00 PM,51,0.85
1503960366,04/23/2016,2:00:00 PM,20,0.333333
1503960366,04/23/2016,3:00:00 PM,15,0.25
1503960366,04/23/2016,4:00:00 PM,52,0.866667
1503960366,04/23/2016,5:00:00 PM,26,0.433333
1503960366,04/23/2016,6:00:00 PM,66,1.1
1503960366,04/23/2016,7:00:00 PM,2,0.033333
1503960366,04/23/2016,8:00:00 PM,9,0.15
1503960366,04/23/2016,9:00:00 PM,54,0.9
1503960366,04/23/2016,10:00:00 PM,25,0.416667
1503960366,04/23/2016,11:00:00 PM,6,0.1
1503960366,04/24/2016,12:00:00 AM,10,0.166667
1503960366,04/24/2016,1:00:00 AM,2,0.033333
1503960366,04/24/2016,2:00:00 AM,0,0
1503960366,04/24/2016,3:00:00 AM,0,0
1503960366,04/24/2016,4:00:00 AM,1,0.016667
1503960366,04/24/2016,5:00:00 AM,0,0
1503960366,04/24/2016,6:00:00 AM,1,0.016667
1503960366,04/24/2016,7:00:00 AM,0,0
1503960366,04/24/2016,8:00:00 AM,1,0.016667
1503960366,04/24/2016,9:00:00 AM,8,0.133333
1503960366,04/24/2016,10:00:00 AM,26,0.433333
1503960366,04/24/2016,11:00:00 AM,12,0.2
1503960366,04/24/2016,12:00:00 PM,12,0.2
1503960366,04/24/2016,1:00:00 PM,12,0.2
1503960366,04/24/2016,2:00:00 PM,1,0.016667
1503960366,04/24/2016,3:00:00 PM,2,0.033333
1503960366,04/24/2016,4:00:00 PM,29,0.483333
1503960366,04/24/2016,5:00:00 PM,25,0.416667
1503960366,04/24/2016,6:00:00 PM,40,0.666667
1503960366,04/24/2016,7:00:00 PM,131,2.183333
1503960366,04/24/2016,8:00:00 PM,18,0.3
1503960366,04/24/2016,9:00:00 PM,17,0.283333
1503960366,04/24/2016,10:00:00 PM,7,0.116667
1503960366,04/24/2016,11:00:00 PM,10,0.166667
1503960366,04/25/2016,12:00:00 AM,8,0.133333
1503960366,04/25/2016,1:00:00 AM,3,0.05
1503960366,04/25/2016,2:00:00 AM,6,0.1
1503960366,04/25/2016,3:00:00 AM,0,0
1503960366,04/25/2016,4:00:00 AM,2,0.033333
1503960366,04/25/2016,5:00:00 AM,1,0.016667
1503960366,04/25/2016,6:00:00 AM,0,0
1503960366,04/25/2016,7:00:00 AM,3,0.05
1503960366,04/25/2016,8:00:00 AM,22,0.366667
1503960366,04/25/2016,9:00:00 AM,46,0.766667
1503960366,04/25/2016,10:00:00 AM,12,0.2
1503960366,04/25/2016,11:00:00 AM,24,0.4
1503960366,04/25/2016,12:00:00 PM,19,0.316667
1503960366,04/25/2016,1:00:00 PM,13,0.216667
1503960366,04/25/2016,2:00:00 PM,5,0.083333
1503960366,04/25/2016,3:00:00 PM,13,0.216667
1503960366,04/25/2016,4:00:00 PM,10,0.166667
1503960366,04/25/2016,5:00:00 PM,8,0.133333
1503960366,04/25/2016,6:00:00 PM,6,0.1
1503960366,04/25/2016,7:00:00 PM,86,1.433333
1503960366,04/25/2016,8:00:00 PM,30,0.5
1503960366,04/25/2016,9:00:00 PM,132,2.2
1503960366,04/25/2016,10:00:00 PM,11,0.183333
1503960366,04/25/2016,11:00:00 PM,3,0.05
1503960366,04/26/2016,12:00:00 AM,4,0.066667
1503960366,04/26/2016,1:00:00 AM,11,0.183333
1503960366,04/26/2016,2:00:00 AM,0,0
1503960366,04/26/2016,3:00:00 AM,11,0.183333
1503960366,04/26/2016,4:00:00 AM,0,0
1503960366,04/26/2016,5:00:00 AM,1,0.016667
1503960366,04/26/2016,6:00:00 AM,0,0
1503960366,04/26/2016,7:00:00 AM,3,0.05
1503960366,04/26/2016,8:00:00 AM,13,0.216667
1503960366,04/26/2016,9:00:00 AM,31,0.516667
1503960366,04/26/2016,10:00:00 AM,22,0.366667
1503960366,04/26/2016,11:00:00 AM,17,0.283333
1503960366,04/26/2016,12:00:00 PM,10,0.166667
1503960366,04/26/2016,1:00:00 PM,42,0.7
1503960366,04/26/2016,2:00:00 PM,60,1
1503960366,04/26/2016,3:00:00 PM,9,0.15
1503960366,04/26/2016,4:00:00 PM,22,0.366667
1503960366,04/26/2016,5:00:00 PM,5,0.083333
1503960366,04/26/2016,6:00:00 PM,72,1.2
1503960366,04/26/2016,7:00:00 PM,15,0.25
1503960366,04/26/2016,8:00:00 PM,26,0.433333
1503960366,04/26/2016,9:00:00 PM,14,0.233333
1503960366,04/26/2016,10:00:00 PM,9,0.15
1503960366,04/26/2016,11:00:00 PM,21,0.35
1503960366,04/27/2016,12:00:00 AM,10,0.166667
1503960366,04/27/2016,1:00:00 AM,5,0.083333
1503960366,04/27/2016,2:00:00 AM,2,0.033333
1503960366,04/27/2016,3:00:00 AM,0,0
1503960366,04/27/2016,4:00:00 AM,0,0
1503960366,04/27/2016,5:00:00 AM,0,0
1503960366,04/27/2016,6:00:00 AM,0,0
1503960366,04/27/2016,7:00:00 AM,0,0
1503960366,04/27/2016,8:00:00 AM,0,0
1503960366,04/27/2016,9:00:00 AM,33,0.55
1503960366,04/27/2016,10:00:00 AM,27,0.45
1503960366,04/27/2016,11:00:00 AM,23,0.383333
1503960366,04/27/2016,12:00:00 PM,12,0.2
1503960366,04/27/2016,1:00:00 PM,13,0.216667
1503960366,04/27/2016,2:00:00 PM,35,0.583333
1503960366,04/27/2016,3:00:00 PM,6,0.1
1503960366,04/27/2016,4:00:00 PM,7,0.116667
1503960366,04/27/2016,5:00:00 PM,13,0.216667
1503960366,04/27/2016,6:00:00 PM,73,1.216667
1503960366,04/27/2016,7:00:00 PM,150,2.5
1503960366,04/27/2016,8:00:00 PM,70,1.166667
1503960366,04/27/2016,9:00:00 PM,20,0.333333
1503960366,04/27/2016,10:00:00 PM,0,0
1503960366,04/27/2016,11:00:00 PM,0,0
1503960366,04/28/2016,12:00:00 AM,0,0
1503960366,04/28/2016,1:00:00 AM,10,0.166667
1503960366,04/28/2016,2:00:00 AM,0,0
1503960366,04/28/2016,3:00:00 AM,0,0
1503960366,04/28/2016,4:00:00 AM,0,0
1503960366,04/28/2016,5:00:00 AM,0,0
1503960366,04/28/2016,6:00:00 AM,0,0
1503960366,04/28/2016,7:00:00 AM,1,0.016667
1503960366,04/28/2016,8:00:00 AM,11,0.183333
1503960366,04/28/2016,9:00:00 AM,38,0.633333
1503960366,04/28/2016,10:00:00 AM,19,0.316667
1503960366,04/28/2016,11:00:00 AM,10,0.166667
1503960366,04/28/2016,12:00:00 PM,16,0.266667
1503960366,04/28/2016,1:00:00 PM,33,0.55
1503960366,04/28/2016,2:00:00 PM,47,0.783333
1503960366,04/28/2016,3:00:00 PM,5,0.083333
1503960366,04/28/2016,4:00:00 PM,10,0.166667
1503960366,04/28/2016,5:00:00 PM,11,0.183333
1503960366,04/28/2016,6:00:00 PM,56,0.933333
1503960366,04/28/2016,7:00:00 PM,1,0.016667
1503960366,04/28/2016,8:00:00 PM,50,0.833333
1503960366,04/28/2016,9:00:00 PM,21,0.35
1503960366,04/28/2016,10:00:00 PM,2,0.033333
1503960366,04/28/2016,11:00:00 PM,48,0.8
1503960366,04/29/2016,12:00:00 AM,9,0.15
1503960366,04/29/2016,1:00:00 AM,0,0
1503960366,04/29/2016,2:00:00 AM,4,0.066667
1503960366,04/29/2016,3:00:00 AM,0,0
1503960366,04/29/2016,4:00:00 AM,0,0
1503960366,04/29/2016,5:00:00 AM,0,0
1503960366,04/29/2016,6:00:00 AM,0,0
1503960366,04/29/2016,7:00:00 AM,3,0.05
1503960366,04/29/2016,8:00:00 AM,13,0.216667
1503960366,04/29/2016,9:00:00 AM,33,0.55
1503960366,04/29/2016,10:00:00 AM,4,0.066667
1503960366,04/29/2016,11:00:00 AM,4,0.066667
1503960366,04/29/2016,12:00:00 PM,6,0.1
1503960366,04/29/2016,1:00:00 PM,6,0.1
1503960366,04/29/2016,2:00:00 PM,56,0.933333
1503960366,04/29/2016,3:00:00 PM,23,0.383333
1503960366,04/29/2016,4:00:00 PM,10,0.166667
1503960366,04/29/2016,5:00:00 PM,9,0.15
1503960366,04/29/2016,6:00:00 PM,5,0.083333
1503960366,04/29/2016,7:00:00 PM,11,0.183333
1503960366,04/29/2016,8:00:00 PM,16,0.266667
1503960366,04/29/2016,9:00:00 PM,20,0.333333
1503960366,04/29/2016,10:00:00 PM,27,0.45
1503960366,04/29/2016,11:00:00 PM,56,0.933333
1503960366,04/30/2016,12:00:00 AM,1,0.016667
1503960366,04/30/2016,1:00:00 AM,7,0.116667
1503960366,04/30/2016,2:00:00 AM,0,0
1503960366,04/30/2016,3:00:00 AM,1,0.016667
1503960366,04/30/2016,4:00:00 AM,0,0
1503960366,04/30/2016,5:00:00 AM,0,0
1503960366,04/30/2016,6:00:00 AM,0,0
1503960366,04/30/2016,7:00:00 AM,0,0
1503960366,04/30/2016,8:00:00 AM,3,0.05
1503960366,04/30/2016,9:00:00 AM,11,0.183333
1503960366,04/30/2016,10:00:00 AM,17,0.283333
1503960366,04/30/2016,11:00:00 AM,7,0.116667
1503960366,04/30/2016,12:00:00 PM,4,0.066667
1503960366,04/30/2016,1:00:00 PM,11,0.183333
1503960366,04/30/2016,2:00:00 PM,22,0.366667
1503960366,04/30/2016,3:00:00 PM,26,0.433333
1503960366,04/30/2016,4:00:00 PM,99,1.65
1503960366,04/30/2016,5:00:00 PM,55,0.916667
1503960366,04/30/2016,6:00:00 PM,71,1.183333
1503960366,04/30/2016,7:00:00 PM,4,0.066667
1503960366,04/30/2016,8:00:00 PM,5,0.083333
1503960366,04/30/2016,9:00:00 PM,22,0.366667
1503960366,04/30/2016,10:00:00 PM,47,0.783333
1503960366,04/30/2016,11:00:00 PM,28,0.466667
1503960366,05/01/2016,12:00:00 AM,9,0.15
1503960366,05/01/2016,1:00:00 AM,8,0.133333
1503960366,05/01/2016,2:00:00 AM,2,0.033333
1503960366,05/01/2016,3:00:00 AM,1,0.016667
1503960366,05/01/2016,4:00:00 AM,0,0
1503960366,05/01/2016,5:00:00 AM,0,0
1503960366,05/01/2016,6:00:00 AM,0,0
1503960366,05/01/2016,7:00:00 AM,3,0.05
1503960366,05/01/2016,8:00:00 AM,6,0.1
1503960366,05/01/2016,9:00:00 AM,12,0.2
1503960366,05/01/2016,10:00:00 AM,6,0.1
1503960366,05/01/2016,11:00:00 AM,10,0.166667
1503960366,05/01/2016,12:00:00 PM,10,0.166667
1503960366,05/01/2016,1:00:00 PM,5,0.083333
1503960366,05/01/2016,2:00:00 PM,25,0.416667
1503960366,05/01/2016,3:00:00 PM,21,0.35
1503960366,05/01/2016,4:00:00 PM,23,0.383333
1503960366,05/01/2016,5:00:00 PM,33,0.55
1503960366,05/01/2016,6:00:00 PM,70,1.166667
1503960366,05/01/2016,7:00:00 PM,14,0.233333
1503960366,05/01/2016,8:00:00 PM,6,0.1
1503960366,05/01/2016,9:00:00 PM,25,0.416667
1503960366,05/01/2016,10:00:00 PM,50,0.833333
1503960366,05/01/2016,11:00:00 PM,76,1.266667
1503960366,05/02/2016,12:00:00 AM,0,0
1503960366,05/02/2016,1:00:00 AM,7,0.116667
1503960366,05/02/2016,2:00:00 AM,0,0
1503960366,05/02/2016,3:00:00 AM,1,0.016667
1503960366,05/02/2016,4:00:00 AM,0,0
1503960366,05/02/2016,5:00:00 AM,0,0
1503960366,05/02/2016,6:00:00 AM,0,0
1503960366,05/02/2016,7:00:00 AM,3,0.05
1503960366,05/02/2016,8:00:00 AM,12,0.2
1503960366,05/02/2016,9:00:00 AM,30,0.5
1503960366,05/02/2016,10:00:00 AM,19,0.316667
1503960366,05/02/2016,11:00:00 AM,16,0.266667
1503960366,05/02/2016,12:00:00 PM,64,1.066667
1503960366,05/02/2016,1:00:00 PM,21,0.35
1503960366,05/02/2016,2:00:00 PM,13,0.216667
1503960366,05/02/2016,3:00:00 PM,11,0.183333
1503960366,05/02/2016,4:00:00 PM,24,0.4
1503960366,05/02/2016,5:00:00 PM,12,0.2
1503960366,05/02/2016,6:00:00 PM,9,0.15
1503960366,05/02/2016,7:00:00 PM,13,0.216667
1503960366,05/02/2016,8:00:00 PM,105,1.75
1503960366,05/02/2016,9:00:00 PM,25,0.416667
1503960366,05/02/2016,10:00:00 PM,28,0.466667
1503960366,05/02/2016,11:00:00 PM,17,0.283333
1503960366,05/03/2016,12:00:00 AM,3,0.05
1503960366,05/03/2016,1:00:00 AM,6,0.1
1503960366,05/03/2016,2:00:00 AM,1,0.016667
1503960366,05/03/2016,3:00:00 AM,5,0.083333
1503960366,05/03/2016,4:00:00 AM,0,0
1503960366,05/03/2016,5:00:00 AM,0,0
1503960366,05/03/2016,6:00:00 AM,2,0.033333
1503960366,05/03/2016,7:00:00 AM,3,0.05
1503960366,05/03/2016,8:00:00 AM,11,0.183333
1503960366,05/03/2016,9:00:00 AM,24,0.4
1503960366,05/03/2016,10:00:00 AM,25,0.416667
